Date last modified: 31-OCT-2023 (J. DAWLEY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDED LINE,,,Size and Type Removed/Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrections/Changes Highlighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type Of Thread,Type Of Thread,Type Of Thread,Type Of Thread,,,,,,,,,,,,,,,,,,,,,,,,,
EDB Section,Section Name,Group,Group Name,Sub-Division,Sub-Division Name,Nominal Size,Nominal Size (DN),"Outside Diameter, inches",Outside Diameter (Min),Outside Diameter (Max),Average Outside Diameter Tolerance in.,Identification,Pipe Schedule,"Wall Thickness, inches",Pressure Class,Preferred Size,"Wall Thickness, in. Min","Wall Thickness, in. Maxc","Min Reinforced Wall Thickness, in.",Wall Thickness Tolerance +/-,"Wall Thickness Tolerance, in, all plus","Wall Thickness Tolerance, Average Outside Diameter, all minus","Internal Diameter, inches",Internal Area Square Inches,"Internal Diameter, feet","Internal Area, square feet","e/D, Relative Roughness","e, Absolute Roughness, feet","t/D, Ratio of Nominal Wall Thickness to Nominal Outside Diameter","Diameter Roundness Tolerances, percent of outside diameter (Expressed to the nearest 0.001 in. Nearest 0.01 mm.","Diameter Roundness Tolerances, (Expressed to the nearest 0.001 in. Nearest 0.01 mm.)",Out of Roundness Max. & Min. In. (+/-),"Nominal Weight, Threads and Coupling, lb. per ft.","Plain-End Weight
lb/ft Nom","Plain-End Weight
lb/ft Max",Plain-End Weight lb/100 ft,Types of Ends,"Upset Ends, Foe Weld-on Tool Joints",Grade,Short,Long,Buttress,Extreme Line,Form,Type,"Maximum Allowable Residue, grams per linear foot",ALLOY,"Nominal Composition, Copper, percent","Nominal Composition, Nickel, percent",Reference Page number(s),Reference Table/figure number,STANDARD 1,STANDARD 2,STANDARD 3,ANSI,ANSI-Sub,ASTM,ASTM-Sub,API,OTHER,TITLE,Footnote 1,Footnote 2,Footnote 3,Note a,Note b,Note c,Note d
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.5,,0.84,0.809,0.855,,,80,0.147,,,0.129,--,,,,,0.546,0.2341,0.0455,0.0016260,0.000110,0.000005,,,,,,0.376,0.406,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.5,,0.84,0.809,0.855,,,160,0.188,,,0.164,--,,,,,0.464,0.1691,0.0387,0.0011743,0.000129,0.000005,,,,,,0.453,0.489,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.75,,1.05,1.019,1.065,,,5,0.065,,,0.053,0.077,,,,,0.920,0.6648,0.0767,0.0046164,0.000065,0.000005,,,,,,0.237,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.75,,1.05,1.019,1.065,,,10,0.083,,,0.071,0.095,,,,,0.884,0.6138,0.0737,0.0042622,0.000068,0.000005,,,,,,0.297,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.75,,1.05,1.019,1.065,,,40,0.113,,,0.099,--,,,,,0.824,0.5333,0.0687,0.0037032,0.000073,0.000005,,,,,,0.391,0.422,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.75,,1.05,1.019,1.065,,,80,0.154,,,0.135,--,,,,,0.742,0.4324,0.0618,0.0030029,0.000081,0.000005,,,,,,0.51,0.551,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,0.75,,1.05,1.019,1.065,,,160,0.219,,,0.192,--,,,,,0.612,0.2942,0.0510,0.0020428,0.000098,0.000005,,,,,,0.672,0.726,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1,,1.315,1.284,1.33,,,5,0.065,,,0.053,0.077,,,,,1.185,1.1029,0.0988,0.0076589,0.000051,0.000005,,,,,,0.3,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1,,1.315,1.284,1.33,,,10,0.109,,,0.095,0.123,,,,,1.097,0.9452,0.0914,0.0065636,0.000055,0.000005,,,,,,0.486,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1,,1.315,1.284,1.33,,,40,0.133,,,0.116,--,,,,,1.049,0.8643,0.0874,0.0060018,0.000057,0.000005,,,,,,0.581,0.627,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1,,1.315,1.284,1.33,,,80,0.179,,,0.157,--,,,,,0.957,0.7193,0.0798,0.0049952,0.000063,0.000005,,,,,,0.751,0.811,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1,,1.315,1.284,1.33,,,160,0.250,,,0.219,--,,,,,0.815,0.5217,0.0679,0.0036228,0.000074,0.000005,,,,,,0.984,1.062,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.25,,1.66,1.629,1.675,,,5,0.065,,,0.053,0.077,,,,,1.530,1.8385,0.1275,0.0127676,0.000039,0.000005,,,,,,0.383,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.25,,1.66,1.629,1.675,,,10,0.109,,,0.095,0.123,,,,,1.442,1.6331,0.1202,0.0113412,0.000042,0.000005,,,,,,0.625000,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.25,,1.66,1.629,1.675,,,40,0.140,,,0.122,--,,,,,1.380,1.4957,0.1150,0.0103869,0.000043,0.000005,,,,,,0.786000,0.849000,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.25,,1.66,1.629,1.675,,,80,0.191,,,0.167,--,,,,,1.278,1.2828,0.1065,0.0089082,0.000047,0.000005,,,,,,1.037000,1.120000,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.25,,1.66,1.629,1.675,,,160,0.250,,,0.219,--,,,,,1.160,1.0568,0.0967,0.0073391,0.000052,0.000005,,,,,,1.302000,1.407000,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
IV,Characteristics of Piping Materials,C,Non-Ferrous Pipe and Tubing,1,Aluminum alloy pipe - extruded ,1.5,,1.9,1.869,1.915,,,5,0.065,,,0.053,0.077,,,,,1.770,2.4606,0.1475,0.0170873,0.000034,0.000005,,,,,,0.410000,--,,,,,,,,,,,,,,,Page 45-46,TABLE 12.55,ANSI H35.2-2017,ANSI H35.2M-2017,,ANSI H35.2,,,,,,,,,,"Schedule 40 is also designated ""standard"" pipe and schedule 80 is also designated as ""extra heavy"" pipe.",For schedules 5 and 10 these values apply to mean outside diameter.,"For schedules other than 5 and 10, maximum wall thickness is controlled by weight tolerance.","Based on a density of 0.098 lb per cu in. the density of 6061 and 6063 alloys, and on nominal dimensions and plain ends. For 3003 alloy multiply b 1.01 for 5083, 5086, and 5456 alloys multiply by 0.098; for 5454 alloy multiply by 0.099."
